Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),coordinates
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.6,9.2,11.1,25,255,"48.83583, 9.15250"
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.8,6,M7,Z,13.4,9.3,11.6,24,267,"48.83583, 9.15250"
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,242,"48.83583, 9.15250"
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6,M7,Z,12.4,8.7,10.7,26,246,"48.83583, 9.15250"
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,12.2,8.7,10.6,27,244,"48.83583, 9.15250"
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6,M7,Z,12.5,8.9,10.9,26,251,"48.83583, 9.15250"
PORSCHE,911 GT3,TWO-SEATER,3.8,6,AM7,Z,16.0,11.5,14.0,20,322,"48.83583, 9.15250"
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,AM7,Z,12.3,8.9,10.8,26,248,"48.83583, 9.15250"
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6,M7,Z,12.9,9.0,11.1,25,255,"48.83583, 9.15250"
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,AM7,Z,12.8,9.3,11.2,25,258,"48.83583, 9.15250"
PORSCHE,911 TARGA 4S,MINICOMPACT,3.8,6,M7,Z,13.1,9.2,11.4,25,262,"48.83583, 9.15250"
PORSCHE,911 TURBO,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,"48.83583, 9.15250"
PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,"48.83583, 9.15250"
PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,"48.83583, 9.15250"
PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274,"48.83583, 9.15250"
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212,"48.83583, 9.15250"
PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228,"48.83583, 9.15250"
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,218,"48.83583, 9.15250"
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,246,"48.83583, 9.15250"
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225,"48.83583, 9.15250"
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239,"48.83583, 9.15250"
PORSCHE,CAYENNE DIESEL (modified),SUV - STANDARD,3.0,6,A8,D,11.8,8.1,10.2,28,277,"48.83583, 9.15250"
PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,A8,Z,14.3,9.6,12.2,23,286,"48.83583, 9.15250"
PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,A8,Z,16.7,11.2,14.2,20,327,"48.83583, 9.15250"
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,AM7,Z,10.7,7.4,9.2,31,212,"48.83583, 9.15250"
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,228,"48.83583, 9.15250"
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,AM7,Z,10.9,7.7,9.5,30,218,"48.83583, 9.15250"
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,246,"48.83583, 9.15250"
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,AM7,Z,11.3,7.9,9.8,29,225,"48.83583, 9.15250"
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27,239,"48.83583, 9.15250"
PORSCHE,MACAN S,SUV - SMALL,3.0,6,A7,Z,13.7,10.3,12.2,23,281,"48.83583, 9.15250"
PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,A7,Z,14.2,10.1,12.3,23,283,"48.83583, 9.15250"
PORSCHE,PANAMERA,FULL-SIZE,3.6,6,AM7,Z,12.9,8.4,10.9,26,251,"48.83583, 9.15250"
PORSCHE,PANAMERA 4,FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255,"48.83583, 9.15250"
PORSCHE,PANAMERA 4S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.4,25,262,"48.83583, 9.15250"
PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,3.0,6,AM7,Z,13.7,8.9,11.5,25,264,"48.83583, 9.15250"
PORSCHE,PANAMERA GTS,FULL-SIZE,4.8,8,AM7,Z,15.1,9.7,12.7,22,292,"48.83583, 9.15250"
PORSCHE,PANAMERA S,FULL-SIZE,3.0,6,AM7,Z,13.4,8.8,11.4,25,262,"48.83583, 9.15250"
PORSCHE,PANAMERA TURBO,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294,"48.83583, 9.15250"
PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297,"48.83583, 9.15250"
PORSCHE,PANAMERA TURBO S,FULL-SIZE,4.8,8,AM7,Z,15.3,9.7,12.8,22,294,"48.83583, 9.15250"
PORSCHE,PANAMERA TURBO S EXECUTIVE,FULL-SIZE,4.8,8,AM7,Z,15.4,9.8,12.9,22,297,"48.83583, 9.15250"
RAM,1500,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274,"42.7000, -83.2000"
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.9,9.5,11.9,24,274,"42.7000, -83.2000"
RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,19.4,13.6,16.8,17,269,"42.7000, -83.2000"
RAM,1500 HFE,PICKUP TRUCK - STANDARD,3.6,6,A8,X,12.9,9.3,11.3,25,260,"42.7000, -83.2000"
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.1,12.0,14.8,19,340,"42.7000, -83.2000"
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,10.9,13.6,21,313,"42.7000, -83.2000"
RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.5,8.4,10.1,28,273,"42.7000, -83.2000"
RAM,1500 ECODIESEL HFE,PICKUP TRUCK - STANDARD,3.0,6,A8,D,11.3,8.0,9.8,29,265,"42.7000, -83.2000"
RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290,"42.7000, -83.2000"
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22,290,"42.7000, -83.2000"
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,E,20.5,14.5,17.8,16,285,"42.7000, -83.2000"
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A6,X,17.7,12.7,15.4,18,354,"42.7000, -83.2000"
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,16.2,11.5,14.1,20,324,"42.7000, -83.2000"
RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,A8,D,12.1,8.8,10.6,27,286,"42.7000, -83.2000"
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,X,13.3,9.1,11.4,25,262,"42.7000, -83.2000"
RAM,CARGO VAN FFV,MINIVAN,3.6,6,A6,E,18.6,12.7,15.9,18,254,"42.7000, -83.2000"
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,A9,X,11.2,8.1,9.8,29,225,"42.7000, -83.2000"
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,370,"50.8514, -0.8518"
ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,AS8,Z,19.2,12.4,16.1,18,370,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,AS8,Z,20.9,12.7,17.2,16,396,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,AS8,Z,20.7,12.9,17.2,16,396,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,396,"50.8514, -0.8518"
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,AS8,Z,20.7,12.9,17.2,16,396,"50.8514, -0.8518"
ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,AS8,Z,18.7,11.8,15.6,18,359,"50.8514, -0.8518"
SCION,FR-S,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,193,"35.0833, 137.1667"
SCION,FR-S,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221,"35.0833, 137.1667"
SCION,iQ,MINICOMPACT,1.3,4,AV,X,6.5,6.3,6.4,44,147,"35.0833, 137.1667"
SCION,tC,COMPACT,2.5,4,AS6,X,10.2,7.6,9.0,31,207,"35.0833, 137.1667"
SCION,tC,COMPACT,2.5,4,M6,X,10.2,7.7,9.0,31,207,"35.0833, 137.1667"
SCION,xB,STATION WAGON - SMALL,2.4,4,AS4,X,10.9,8.5,9.8,29,225,"35.0833, 137.1667"
SCION,xB,STATION WAGON - SMALL,2.4,4,M5,X,10.8,8.5,9.8,29,225,"35.0833, 137.1667"
SMART,FORTWO CABRIOLET,TWO-SEATER,1.0,3,AM5,Z,6.8,6.2,6.5,43,150,"48.7758, 9.1829"
SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AM5,Z,6.8,6.2,6.5,43,150,"48.7758, 9.1829"
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,9.6,7.0,8.4,34,193,"35.6895, 139.6917"
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,10.9,7.9,9.6,29,221,"35.6895, 139.6917"
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,10.2,8.5,9.4,30,216,"35.6895, 139.6917"
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,9.6,7.5,8.7,32,200,"35.6895, 139.6917"
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,10.6,8.4,9.6,29,221,"35.6895, 139.6917"
SUBARU,IMPREZA AWD,COMPACT,2.0,4,AV6,X,8.5,6.4,7.6,37,175,"35.6895, 139.6917"
SUBARU,IMPREZA AWD,COMPACT,2.0,4,M5,X,9.5,7.0,8.4,34,193,"35.6895, 139.6917"
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,AV6,X,8.5,6.4,7.6,37,175,"35.6895, 139.6917"
SUBARU,IMPREZA WAGON AWD,STATION WAGON - SMALL,2.0,4,M5,X,9.5,7.0,8.4,34,193,"35.6895, 139.6917"
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,AV6,X,9.0,6.5,7.9,36,182,"35.6895, 139.6917"
SUBARU,LEGACY AWD,MID-SIZE,2.5,4,M6,X,10.7,7.8,9.4,30,216,"35.6895, 139.6917"
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,28,235,"35.6895, 139.6917"
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,AV6,X,9.3,7.1,8.3,34,191,"35.6895, 139.6917"
SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,M6,X,11.0,8.2,9.7,29,223,"35.6895, 139.6917"
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.6,10.5,27,242,"35.6895, 139.6917"
SUBARU,WRX,COMPACT,2.0,4,AV8,Z,12.4,9.4,11.1,25,255,"35.6895, 139.6917"
SUBARU,WRX,COMPACT,2.0,4,M6,Z,11.1,8.3,9.8,29,225,"35.6895, 139.6917"
SUBARU,WRX,COMPACT,2.5,4,M6,Z,13.8,10.2,12.2,23,281,"35.6895, 139.6917"
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,9.1,7.0,8.1,35,186,"35.6895, 139.6917"
SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,10.2,7.7,9.1,31,209,"35.6895, 139.6917"
SUBARU,XV CROSSTREK HYBRID AWD,SUV - SMALL,2.0,4,AV6,X,7.9,6.9,7.5,38,173,"35.6895, 139.6917"
TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22,294,"35.0833, 137.1667"
TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,AS5,X,14.2,11.1,12.8,22,294,"35.0833, 137.1667"
TOYOTA,AVALON,MID-SIZE,3.5,6,AS6,X,11.3,7.5,9.6,29,221,"35.0833, 137.1667"
TOYOTA,CAMRY,MID-SIZE,2.5,4,AS6,X,9.7,6.9,8.4,34,193,"35.0833, 137.1667"
TOYOTA,CAMRY,MID-SIZE,3.5,6,AS6,X,11.0,7.7,9.5,30,218,"35.0833, 137.1667"
TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,AV,X,5.5,6.0,5.7,50,131,"35.0833, 137.1667"
TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,AV,X,5.7,6.1,5.9,48,136,"35.0833, 137.1667"
TOYOTA,COROLLA,MID-SIZE,1.8,4,A4,X,8.6,6.5,7.6,37,175,"35.0833, 137.1667"
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV7,X,7.9,6.1,7.1,40,163,"35.0833, 137.1667"
TOYOTA,COROLLA,MID-SIZE,1.8,4,AV,X,8.2,6.2,7.3,39,168,"35.0833, 137.1667"
TOYOTA,COROLLA,MID-SIZE,1.8,4,M6,X,8.3,6.2,7.4,38,170,"35.0833, 137.1667"
TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42,156,"35.0833, 137.1667"
TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,AV,X,7.7,6.0,6.9,41,159,"35.0833, 137.1667"
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4,AS6,X,11.7,9.5,10.7,26,246,"35.0833, 137.1667"
TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,AS6,X,12.5,9.3,11.1,25,255,"35.0833, 137.1667"
TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,AS6,X,13.0,9.8,11.6,24,267,"35.0833, 137.1667"
TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,AV6,X,8.6,8.5,8.5,33,196,"35.0833, 137.1667"
TOYOTA,HIGHLANDER HYBRID AWD LE,SUV - STANDARD,3.5,6,AV6,X,8.4,8.3,8.4,34,193,"35.0833, 137.1667"
TOYOTA,PRIUS,MID-SIZE,1.8,4,AV,X,4.6,4.9,4.7,60,108,"35.0833, 137.1667"
TOYOTA,PRIUS c,COMPACT,1.5,4,AV,X,4.5,5.1,4.8,59,110,"35.0833, 137.1667"
TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,AV,X,5.4,5.8,5.6,50,129,"35.0833, 137.1667"
TOYOTA,RAV4,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,205,"35.0833, 137.1667"
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,10.5,8.2,9.5,30,218,"35.0833, 137.1667"
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,10.0,7.6,8.9,32,205,"35.0833, 137.1667"
TOYOTA,RAV4 LIMITED AWD,SUV - SMALL,2.5,4,AS6,X,10.7,8.3,9.6,29,221,"35.0833, 137.1667"
TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,AS6,X,18.8,14.0,16.6,17,382,"35.0833, 137.1667"
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,13.0,9.5,11.4,25,262,"35.0833, 137.1667"
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23,288,"35.0833, 137.1667"
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,A4,X,12.2,9.9,11.2,25,258,"35.0833, 137.1667"
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,M5,X,11.3,9.5,10.5,27,242,"35.0833, 137.1667"
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,4.0,6,M6,X,14.5,11.3,13.1,22,301,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,A4,X,13.1,11.3,12.3,23,283,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,12.9,11.5,12.3,23,283,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,14.8,11.6,13.4,21,308,"35.0833, 137.1667"
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.3,12.3,14.0,20,322,"35.0833, 137.1667"
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,15.9,12.3,14.3,20,329,"35.0833, 137.1667"
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,17.2,12.8,15.2,19,350,"35.0833, 137.1667"
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,16.9,12.8,15.1,19,347,"35.0833, 137.1667"
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,18.5,14.2,16.6,17,382,"35.0833, 137.1667"
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9.0,10.4,27,239,"35.0833, 137.1667"
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,12.5,9.0,10.9,26,251,"35.0833, 137.1667"
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,11.6,9.2,10.5,27,242,"35.0833, 137.1667"
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,12.8,9.3,11.3,25,260,"35.0833, 137.1667"
TOYOTA,YARIS,COMPACT,1.5,4,A4,X,7.8,6.6,7.3,39,168,"35.0833, 137.1667"
TOYOTA,YARIS,COMPACT,1.5,4,M5,X,7.7,6.3,7.1,40,163,"35.0833, 137.1667"
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,AS6,X,9.6,7.2,8.5,33,196,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,AM6,Z,10.0,7.9,9.1,31,209,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE,COMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,212,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,AM6,D,7.6,5.7,6.9,41,183,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE TDI (modified),COMPACT,2.0,4,M6,D,7.6,5.7,6.9,41,184,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,AM6,Z,10.3,8.2,9.4,30,216,"52.43639, 10.76917"
VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,2.0,4,M6,Z,10.4,7.7,9.2,31,212,"52.43639, 10.76917"
VOLKSWAGEN,CC,COMPACT,2.0,4,AM6,Z,10.7,7.7,9.3,30,214,"52.43639, 10.76917"
VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.4,7.4,9.6,29,221,"52.43639, 10.76917"
VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,AS6,Z,13.9,9.3,11.8,24,271,"52.43639, 10.76917"
VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,AM6,Z,10.8,7.8,9.5,30,219,"52.43639, 10.76917"
VOLKSWAGEN,GOLF,COMPACT,1.8,4,AS6,X,9.3,6.5,8.1,35,186,"52.43639, 10.76917"
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.4,8.0,35,184,"52.43639, 10.76917"
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4,AM6,D,7.6,5.5,6.5,43,177,"52.43639, 10.76917"
VOLKSWAGEN,GOLF TDI (modified),COMPACT,2.0,4,M6,D,7.8,5.2,6.5,43,178,"52.43639, 10.76917"
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,AM6,Z,9.5,7.2,8.5,33,196,"52.43639, 10.76917"
VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4,M6,Z,9.4,6.9,8.3,34,191,"52.43639, 10.76917"
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,AS6,X,9.4,6.8,8.2,34,193,"52.43639, 10.76917"
VOLKSWAGEN,GOLF SPORTWAGON,STATION WAGON - SMALL,1.8,4,M5,X,9.5,6.6,8.2,34,189,"52.43639, 10.76917"
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,AM6,D,7.6,5.6,6.7,42,180,"52.43639, 10.76917"
VOLKSWAGEN,GOLF SPORTWAGON TDI (modified),STATION WAGON - SMALL,2.0,4,M6,D,7.6,5.5,6.7,42,179,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,1.8,4,AS6,X,9.3,6.3,7.9,36,182,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,1.8,4,M5,X,9.3,6.3,8.0,35,184,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,2.0,4,AS6,X,10.4,7.0,8.9,32,205,"52.43639, 10.76917"
VOLKSWAGEN,JETTA,COMPACT,2.0,4,M5,X,9.5,6.9,8.4,34,193,"52.43639, 10.76917"
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,AM6,D,7.6,5.2,6.5,43,175,"52.43639, 10.76917"
VOLKSWAGEN,JETTA TDI (modified),COMPACT,2.0,4,M6,D,7.6,5.1,6.5,43,176,"52.43639, 10.76917"
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,AM6,Z,10.0,7.3,8.8,32,202,"52.43639, 10.76917"
VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4,M6,Z,10.3,7.2,8.9,32,205,"52.43639, 10.76917"
VOLKSWAGEN,JETTA HYBRID,COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122,"52.43639, 10.76917"
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,AS6,X,9.7,6.6,8.3,34,191,"52.43639, 10.76917"
VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,X,9.8,6.7,8.4,34,193,"52.43639, 10.76917"
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4,AM6,D,7.8,5.6,6.9,41,185,"52.43639, 10.76917"
VOLKSWAGEN,PASSAT TDI (modified),MID-SIZE,2.0,4,M6,D,7.8,5.3,6.7,42,182,"52.43639, 10.76917"
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Z,11.9,8.5,10.4,27,239,"52.43639, 10.76917"
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,AS6,Z,11.5,9.3,10.5,27,242,"52.43639, 10.76917"
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4,M6,Z,13.0,9.0,11.2,25,258,"52.43639, 10.76917"
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4,AS6,Z,11.7,9.4,10.7,26,246,"52.43639, 10.76917"
VOLKSWAGEN,TOUAREG,SUV - STANDARD,3.6,6,AS8,Z,14.1,10.4,12.4,23,292,"52.43639, 10.76917"
VOLKSWAGEN,TOUAREG TDI (modified),SUV - STANDARD,3.0,6,AS8,D,11.8,8.1,10.2,28,277,"52.43639, 10.76917"
VOLVO,S60 POLESTAR AWD,COMPACT,3.0,6,AS6,X,12.8,8.9,11.0,26,253,"57.7089, 11.9746"
VOLVO,S60 T5 ,COMPACT,2.0,4,AS8,X,9.8,6.6,8.4,34,193,"57.7089, 11.9746"
VOLVO,S60 T5 AWD,COMPACT,2.5,5,AS6,X,11.6,8.2,10.1,28,232,"57.7089, 11.9746"
VOLVO,S60 T6   ,COMPACT,2.0,4,AS8,Z,10.1,7.3,8.9,32,205,"57.7089, 11.9746"
VOLVO,S60 T6 AWD,COMPACT,3.0,6,AS6,X,12.9,9.0,11.2,25,258,"57.7089, 11.9746"
VOLVO,S80 T5,MID-SIZE,2.0,4,AS8,X,9.8,6.6,8.4,34,193,"57.7089, 11.9746"
VOLVO,S80 T6 AWD,MID-SIZE,3.0,6,AS6,X,12.9,9.0,11.2,25,258,"57.7089, 11.9746"
VOLVO,V60 CC,SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202,"57.7089, 11.9746"
VOLVO,V60 CC AWD,SUV - SMALL,2.5,5,AS6,X,11.8,8.5,10.3,27,237,"57.7089, 11.9746"
VOLVO,V60 POLESTAR AWD,STATION WAGON - SMALL,3.0,6,AS6,X,12.8,8.9,11.0,26,253,"57.7089, 11.9746"
VOLVO,V60 T5,STATION WAGON - SMALL,2.0,4,AS8,X,9.8,6.6,8.4,34,193,"57.7089, 11.9746"
VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,28,232,"57.7089, 11.9746"
VOLVO,V60 T6 AWD,STATION WAGON - SMALL,3.0,6,AS6,X,12.9,9.0,11.2,25,258,"57.7089, 11.9746"
VOLVO,XC60 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.5,11.5,25,264,"57.7089, 11.9746"
VOLVO,XC60 T5,SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202,"57.7089, 11.9746"
VOLVO,XC60 T5 AWD,SUV - SMALL,2.5,5,AS6,X,13.0,9.4,11.4,25,262,"57.7089, 11.9746"
VOLVO,XC60 T6  ,SUV - SMALL,2.0,4,AS8,Z,10.7,7.8,9.4,30,216,"57.7089, 11.9746"
VOLVO,XC60 T6 AWD,SUV - SMALL,3.0,6,AS6,X,13.6,9.9,11.9,24,274,"57.7089, 11.9746"
VOLVO,XC70 3.2 AWD,SUV - SMALL,3.2,6,AS6,X,13.1,9.1,11.3,25,260,"57.7089, 11.9746"
VOLVO,XC70 T5,SUV - SMALL,2.0,4,AS8,X,9.8,7.6,8.8,32,202,"57.7089, 11.9746"
VOLVO,XC70 T6 AWD,SUV - SMALL,3.0,6,AS6,X,13.6,9.9,11.9,24,274,"57.7089, 11.9746"
ACURA,ILX,COMPACT,2.4,4,AM8,Z,9.3,6.6,8.1,35,189,"35.6895, 139.6917"
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,12.7,9.1,11.1,25,254,"35.6895, 139.6917"
